"","DMSO","ENZ48","RESA","RESB"
"E2F1",-0.0875830162775584,0.0123639244050336,0.0610782863337606,-0.131276049850134
"JUND",-0.945720464602314,-1.33442934299799,0.564278231543891,0.736317795122799
"ELK4",0.0554827099749283,-0.091136906261143,-0.195539260217211,0.0130160452952398
"ETV1",0.0117194244258168,-0.0249885620930208,-0.180446410201216,-0.0954793543221554
"HOXB13",0.015152048245913,0.214869034383787,0.0539418030578897,-0.242625213339042
"RELA",-0.375929657535652,-0.539750461081347,0.363275806275367,0.368998778657299
"SOX9",-0.389488720620637,-0.692205200059947,0.327119555864879,0.530204602271052
"ELF1",0.245838914917929,-0.116523655431617,-0.334106374515636,-0.0164257806937106
"GRHL2",-1.15665835820373,-0.595981718976331,0.60755608861878,0.917252245984738
